Date,Open,High,Low,Close,Adj Close,Volume
2011-07-01,2767.8330078125,2778.66796875,2752.966064453125,2759.362060546875,2759.362060546875,92000
2011-07-04,2770.93994140625,2813.27001953125,2770.93994140625,2812.818115234375,2812.818115234375,122000
2011-07-05,2812.721923828125,2818.14111328125,2799.110107421875,2816.35400390625,2816.35400390625,110200
2011-07-06,2811.81494140625,2811.81494140625,2780.72900390625,2810.47900390625,2810.47900390625,103200
2011-07-07,2813.193115234375,2825.123046875,2793.89208984375,2794.26708984375,2794.26708984375,116600
2011-07-08,2797.02587890625,2807.37890625,2784.125,2797.77294921875,2797.77294921875,86200
2011-07-11,2789.4541015625,2807.322021484375,2780.6650390625,2802.69189453125,2802.69189453125,86000
2011-07-12,2783.721923828125,2783.721923828125,2752.18603515625,2754.58203125,2754.58203125,96600
2011-07-13,2756.031982421875,2797.26611328125,2756.031982421875,2795.47607421875,2795.47607421875,92000
2011-07-14,2798.2119140625,2811.7041015625,2788.98193359375,2810.444091796875,2810.444091796875,104600
2011-07-15,2803.5849609375,2821.339111328125,2794.158935546875,2820.1689453125,2820.1689453125,107400
2011-07-18,2821.35791015625,2826.958984375,2807.10791015625,2816.68798828125,2816.68798828125,108200
2011-07-19,2804.923095703125,2809.31494140625,2790.68505859375,2796.98291015625,2796.98291015625,92800
2011-07-20,2810.43603515625,2817.284912109375,2779.381103515625,2794.205078125,2794.205078125,84000
2011-07-21,2795.89599609375,2799.85205078125,2763.41796875,2765.89404296875,2765.89404296875,81800
2011-07-22,2769.863037109375,2782.1689453125,2763.800048828125,2770.7900390625,2770.7900390625,70200
2011-07-25,2759.6279296875,2759.6279296875,2680.7470703125,2688.74609375,2688.74609375,111200
2011-07-26,2685.75390625,2704.93896484375,2677.118896484375,2703.02587890625,2703.02587890625,72800
2011-07-27,2690.14404296875,2726.802001953125,2680.43310546875,2723.491943359375,2723.491943359375,80400
2011-07-28,2701.77099609375,2712.090087890625,2684.660888671875,2708.777099609375,2708.777099609375,78400
2011-07-29,2706.4970703125,2721.530029296875,2681.27197265625,2701.72900390625,2701.72900390625,75400
2011-08-01,2697.574951171875,2712.887939453125,2688.529052734375,2703.782958984375,2703.782958984375,59000
2011-08-02,2689.970947265625,2689.970947265625,2651.281005859375,2679.259033203125,2679.259033203125,70000
2011-08-03,2659.117919921875,2688.06494140625,2654.364013671875,2678.485107421875,2678.485107421875,64000
2011-08-04,2683.19091796875,2698.81494140625,2675.533935546875,2684.0390625,2684.0390625,58800
2011-08-05,2620.277099609375,2644.5810546875,2605.135986328125,2626.423095703125,2626.423095703125,78600
2011-08-08,2599.2890625,2614.18994140625,2497.91796875,2526.81591796875,2526.81591796875,110400
2011-08-09,2468.031982421875,2537.408935546875,2437.679931640625,2526.070068359375,2526.070068359375,103800
2011-08-10,2562.39306640625,2579.156005859375,2544.951904296875,2549.176025390625,2549.176025390625,100400
2011-08-11,2508.85693359375,2582.155029296875,2505.011962890625,2581.508056640625,2581.508056640625,95600
2011-08-12,2593.39501953125,2605.447021484375,2585.845947265625,2593.173095703125,2593.173095703125,97200
2011-08-15,2598.137939453125,2627.10400390625,2584.406982421875,2626.77001953125,2626.77001953125,88600
2011-08-16,2627.85400390625,2636.360107421875,2601.5009765625,2608.166015625,2608.166015625,85200
2011-08-17,2603.9609375,2617.1650390625,2596.0390625,2601.260986328125,2601.260986328125,70200
2011-08-18,2601.989990234375,2603.485107421875,2556.85888671875,2559.471923828125,2559.471923828125,71000
2011-08-19,2519.64501953125,2538.27197265625,2513.75390625,2534.35791015625,2534.35791015625,70600
2011-08-22,2534.570068359375,2553.4150390625,2507.781982421875,2515.863037109375,2515.863037109375,61200
2011-08-23,2524.876953125,2554.177978515625,2514.948974609375,2554.01904296875,2554.01904296875,61000
2011-08-24,2562.410888671875,2569.278076171875,2536.256103515625,2541.091064453125,2541.091064453125,65400
2011-08-25,2546.402099609375,2616.302978515625,2545.053955078125,2615.260986328125,2615.260986328125,104600
2011-08-26,2602.2080078125,2616.635986328125,2593.238037109375,2612.18798828125,2612.18798828125,77800
2011-08-29,2595.466064453125,2595.466064453125,2570.843994140625,2576.4130859375,2576.4130859375,73600
2011-08-30,2592.596923828125,2615.135009765625,2563.68896484375,2566.594970703125,2566.594970703125,76000
2011-08-31,2566.529052734375,2574.4150390625,2545.095947265625,2567.340087890625,2567.340087890625,59200
2011-09-01,2569.799072265625,2584.803955078125,2547.85400390625,2556.0419921875,2556.0419921875,57200
2011-09-02,2551.555908203125,2557.31005859375,2517.617919921875,2528.280029296875,2528.280029296875,54400
2011-09-05,2510.10009765625,2510.10009765625,2478.195068359375,2478.739013671875,2478.739013671875,55000
2011-09-06,2465.56494140625,2482.241943359375,2459.54296875,2470.52392578125,2470.52392578125,49200
2011-09-07,2480.94091796875,2516.75390625,2475.218017578125,2516.090087890625,2516.090087890625,59600
2011-09-08,2523.9619140625,2524.3759765625,2498.113037109375,2498.943115234375,2498.943115234375,55200
2011-09-09,2506.968994140625,2528.422119140625,2487.14501953125,2497.7529296875,2497.7529296875,51200
2011-09-13,2467.72998046875,2477.0830078125,2453.7958984375,2471.304931640625,2471.304931640625,50000
